iter	RMSE
114	0.05548844859
115	0.05547011257
116	0.05544462422
117	0.05536715187
118	0.05531945091
119	0.05528365791
120	0.05524133003
121	0.05519760947
122	0.05514385169
123	0.05508532295
124	0.05503186331
125	0.05499229308
126	0.05495071396
127	0.05488917847
128	0.05485467546
129	0.05478438767
130	0.05475430038
131	0.05471427977
132	0.05467209816
133	0.05464564981
134	0.05459393566
135	0.0545278683
136	0.05447820405
137	0.05445263979
138	0.05440139097
139	0.05436224203
140	0.05429170208
141	0.05426607265
142	0.0542126484
143	0.05417562876
144	0.05410896804
145	0.05401647547
146	0.05394970067
147	0.05389705005
148	0.05383246823
149	0.05375077665
150	0.05372899589
151	0.05363904878
152	0.05358990989
153	0.05355866201
154	0.05353024153
155	0.05349208708
156	0.05346732244
157	0.05340431373
158	0.05336092922
159	0.05331452038
160	0.0532334275
161	0.05319273933
162	0.05317714756
163	0.053097393
164	0.0530676236
165	0.05304228368
166	0.05299868192
167	0.05295330842
168	0.0529006291
169	0.0528196217
170	0.0527288634
171	0.05268814442
172	0.0526601458
173	0.05259728627
174	0.05254141838
175	0.05250948173
176	0.05245993792
177	0.05243482575
178	0.05241685919
179	0.052387547
180	0.05232862874
181	0.05231127668
182	0.05228332968
183	0.05223021763
184	0.05220464409
185	0.05217948566
186	0.05213167356
187	0.05211286974
188	0.05203230965
189	0.05194494843
190	0.0518955912
191	0.05182579095
192	0.05180595397
193	0.05176537358
194	0.05171560395
195	0.05168068468
196	0.05163015585
197	0.05155094284
198	0.05149939768
199	0.05142830235
200	0.05136138552
201	0.05131729555
202	0.05127466936
203	0.05123438157
204	0.05119553029
205	0.05113453054
206	0.05109163391
207	0.05104607983
208	0.05101315997
209	0.0509874626
210	0.0509319352
211	0.05089357491
212	0.05086678049
213	0.05083564838
214	0.05081275287
215	0.05077535
216	0.0507299052
217	0.05065858773
218	0.05057693267
219	0.05055328935
220	0.05052663836
221	0.05048434593
222	0.05046756372
223	0.05044329309
224	0.05041141306
225	0.05036524847
226	0.05032871369
227	0.05029380426
228	0.05025166189
229	0.05022600796
230	0.05018739438
231	0.05016383226
232	0.05010000082
233	0.05007454938
234	0.05001191834
235	0.04996376054
236	0.04994377399
237	0.04989406772
238	0.04982117585
239	0.04976777487
240	0.0497353828
241	0.04970237127
242	0.0496658323
243	0.04964849213
244	0.04957236663
245	0.04954142326
246	0.04951323032
247	0.04945817092
248	0.04941013432
249	0.04933951287
250	0.04930465007
251	0.04928660351
252	0.04924696532
253	0.04917130634
254	0.04914017735
255	0.04912180176
256	0.04907633887
257	0.0490181721
258	0.04899168217
259	0.04896102148
260	0.04894948134
261	0.04893474127
262	0.04889960522
263	0.04887627929
264	0.0488608192
265	0.04879640714
266	0.04874199706
267	0.04870414705
268	0.04865314808
269	0.04862192117
270	0.04859369247
271	0.04858087544
272	0.04851232111
273	0.04848218516
274	0.04842308201
275	0.04838466372
276	0.04832943735
277	0.04829668141
278	0.0482641086
279	0.04821813325
280	0.04815976904
281	0.04812395656
282	0.04809755608
283	0.0480637297
284	0.04799821541
285	0.04795312003
286	0.04792698212
287	0.04790419275
288	0.04783835677
289	0.04779696719
290	0.04776268715
291	0.04771463032
292	0.04766329429
293	0.04764562635
294	0.047595101
295	0.04752740693
296	0.0474674597
297	0.04743525875
298	0.04739424261
299	0.04735082244
300	0.04729317135
301	0.04726510035
302	0.04721944536
303	0.04719865224
304	0.04716982522
305	0.04711110092
306	0.04707777614
307	0.04705514302
308	0.04703505342
309	0.0469974623
310	0.04694134648
311	0.04691959633
312	0.04689692574
313	0.0468464261
314	0.04682377597
315	0.04681228363
316	0.0467673709
317	0.04670623097
318	0.04667242629
319	0.04662878754
320	0.04660883296
321	0.04656579158
322	0.04653881186
323	0.04650352926
324	0.04648752549
325	0.04645161163
326	0.04644145875
327	0.04641791485
328	0.04639212715
329	0.04636751551
330	0.04632507513
331	0.04629251103
332	0.04626829364
333	0.04625637044
334	0.04622618853
335	0.04618600086
336	0.04613807903
337	0.04611875405
338	0.04609619698
339	0.04607625666
340	0.04602514339
341	0.04599427909
342	0.04594598301
343	0.04592146405
344	0.04590824703
345	0.04588198991
346	0.04582354391
347	0.04579179091
348	0.04577516578
349	0.04573457603
350	0.04569236023
351	0.04565508345
352	0.04562283139
353	0.04559423813
354	0.04557491943
355	0.04555317771
356	0.0454929643
357	0.04547457934
358	0.04544267369
359	0.04540742446
360	0.04538202576
361	0.0453479526
362	0.04531315556
363	0.04527082751
364	0.04523102306
365	0.04518313497
366	0.04515428065
367	0.04513586624
368	0.04510430477
369	0.04507445679
370	0.04504539386
371	0.04498494712
372	0.04495921641
373	0.04494401391
374	0.04489205607
375	0.04486985118
376	0.04483820892
377	0.04478359853
378	0.04474532423
379	0.04472183681
380	0.04469099643
381	0.0446479289
382	0.0446253863
383	0.04458562518
384	0.04452742965
385	0.04450135126
386	0.04446973517
387	0.04442309222
388	0.04439681813
389	0.04436703293
390	0.04434102175
391	0.04431345936
392	0.04428904316
393	0.04425716551
394	0.04420792567
395	0.04417851243
396	0.04412159074
397	0.04410498071
398	0.04408966356
399	0.04406360426
400	0.04400664663
401	0.04397596777
402	0.04395277213
403	0.04392629471
404	0.04389389043
405	0.04386302947
406	0.04384275504
407	0.04379640223
408	0.04377206337
409	0.04375354374
410	0.04372501925
411	0.04368058528
412	0.04364623194
413	0.04361494283
414	0.04358712854
415	0.04354758918
416	0.04351946404
417	0.04349124826
418	0.04347348435
419	0.04344536333
420	0.0433959659
421	0.04337197727
422	0.04335701462
423	0.04331614369
424	0.0432923074
425	0.04323952908
426	0.04321258013
427	0.04319008469
428	0.04315940629
429	0.04313289667
430	0.04311229234
431	0.04309128349
432	0.04307789826
433	0.04306630035
434	0.0430142291
435	0.04295938535
436	0.04292045821
437	0.04288214087
438	0.04285835284
439	0.04281733693
440	0.04279788255
441	0.04277120338
442	0.04274917291
443	0.0427073422
444	0.04266956647
445	0.04263985255
446	0.04261892346
447	0.04259272175
448	0.04257768867
449	0.04255826445
450	0.04253859201
451	0.04252346596
452	0.04247375822
453	0.04245322035
454	0.0424276985
455	0.04240721992
456	0.04236386418
457	0.04234304644
458	0.0423271258
459	0.04231112784
460	0.04228759999
461	0.04228220026
462	0.04226610068
463	0.04221826764
464	0.04218322764
465	0.04216013301
466	0.04213687029
467	0.04210131728
468	0.04208257982
469	0.04207444423
470	0.04203948984
471	0.04203442635
472	0.04202073953
473	0.04197729368
474	0.04194619808
475	0.04193235703
476	0.04190109567
477	0.04185719657
478	0.04183575763
479	0.0418091582
480	0.04178053094
481	0.04176674558
482	0.04175078065
483	0.0417255954
484	0.04170336087
485	0.04168999971
486	0.04167032189
487	0.04163213497
488	0.04160360698
489	0.04157348859
490	0.04155600052
491	0.04152838661
492	0.04148573536
493	0.04145814496
494	0.04144401992
495	0.04140947219
496	0.04139283222
497	0.04137531379
498	0.04136054266
499	0.04132173513
